"dataset","protocol","species","tissue.type","n_samples","n_genes","n_classes","max_class_perc","min_class_perc","measure",method,score
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","kpca.cos",0.845134821685036
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","kpca.pol",0.631621869737823
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","kpca.rbf",0.721129474856172
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","lda",0.994460477383449
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","lle",0.454778867245044
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","lsnmf",0.340933828333026
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","mctsne",0.548168683520452
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","nmf",0.804080881064075
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","nmf2",0.184535489463054
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","nsnmf",0.251597889681276
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","pca",0.798890135872214
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","phate",0.86109967934028
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","pmf",0.328686506590271
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","psmf",0.500329875346367
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","saucie",-0.419999150370604
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","snmf",0.7284203501489
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","spca",0.811206153073912
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","spca.batch",0.561052392075593
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","spectral",0.727392537395134
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","srp",0
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","tsvd",0.804991967219938
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","umap",0.457387479854376
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","vasc",0.644705147778461
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","vpac",1
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cos","zifa",0.5877819993187
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","bd",0.791113041018944
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","fa",0.562583005521077
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","fica",0.655333478508342
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","grp",0
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","icm",0.845351921083748
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","ipca",0.655333476613058
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","isomap",0.177897941353215
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","ivis",0.296946415535222
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","kpca.cos",0.637833812384511
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","kpca.pol",0.601636589562821
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","kpca.rbf",0.593125976788739
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","lda",0.6951315950945
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","lle",0.538958847021345
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","lsnmf",0.347112718545877
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","mctsne",0.558365834459205
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","nmf",0.930652571216257
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","nmf2",0.0160281037532093
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","nsnmf",0.132275005400947
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","pca",0.655043913127592
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","phate",1
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","pmf",0.151326488479103
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","psmf",0.200040004151565
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","saucie",-0.279576816601015
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","snmf",0.741529510772601
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","spca",0.739042313420746
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","spca.batch",0.401829671738754
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","spectral",0.690254634190772
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","srp",0.0145473126727814
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","tsvd",0.696578969704012
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","umap",0.615561071947143
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","vasc",0.682223796670114
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","vpac",0.93006840463428
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_seu","zifa",0.266015572561369
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","bd",0.150273936857182
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","fa",0.477046977533198
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","fica",0.551719170212565
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","grp",0.0237957219201835
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","icm",0.706355247097267
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","ipca",0.602395043541712
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","isomap",0.181330005098934
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","ivis",0.265645631792099
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","kpca.cos",0.62049110041725
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","kpca.pol",0.516093196112057
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","kpca.rbf",0.539739605883218
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","lda",0.816178676571466
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","lle",0.459568079155038
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","lsnmf",0.30280077086593
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","mctsne",0.488545771253449
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","nmf",0.585898406595318
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","nmf2",0.0307779391194677
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","nsnmf",0
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","pca",0.602254383898454
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","phate",0.808493833406814
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","pmf",0.105663572458382
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","psmf",0.39467835950816
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","saucie",-0.23743859071474
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","snmf",0.532977924200033
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","spca",0.628622628228605
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","spca.batch",0.374360549657546
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","spectral",0.573814052152905
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","srp",0.027784220127427
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","tsvd",0.607616096975074
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","umap",0.534718444159546
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","vasc",0.595091861866822
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","vpac",1
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_euc","zifa",0.283118571732646
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","bd",0.380739927427431
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","fa",0.728473247982574
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","fica",0.763056234063807
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","grp",0.0807572588556865
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","icm",0.889954732096511
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","ipca",0.804754473810286
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","isomap",0.414712825493261
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","ivis",0.00957448984203396
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","kpca.cos",0.876033759006694
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","kpca.pol",0.625333165835019
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","kpca.rbf",0.676495137825061
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","lda",0.987313621608068
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","lle",0.441694301406709
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","lsnmf",0.37034870686339
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","mctsne",0.553785074147287
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","nmf",0.814389460506382
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","nmf2",0.218480741682776
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","nsnmf",0.342331356833014
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","pca",0.793434216679055
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","phate",0.85866314703363
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","pmf",0.368390034724876
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","psmf",0.56193496673433
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","saucie",-0.208815985928895
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","snmf",0.751920405440724
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","spca",0.809829914248787
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","spca.batch",0.578913116095331
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","spectral",0.675551959271815
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","srp",0
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","tsvd",0.798066591791211
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","umap",0.453864852188439
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","vasc",0.644844936643965
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","vpac",1
"tasic-rpkms","SMARTer","mouse","brain",1679,24057,18,0.163788,0.005360334,"ss_cor","zifa",0.576619156495021
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","bd",0.375827604417431
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","fa",0.557789153150039
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","fica",0.670393884468699
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","grp",0
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","icm",0.925526712303849
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","ipca",0.599942731084432
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","isomap",0.503903747941574
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","ivis",NA
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","kpca.cos",0.613385226452146
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","kpca.pol",0.527531392499434
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","kpca.rbf",0.581353598481079
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","lda",0.489500703618059
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","lle",0.667619948402183
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","lsnmf",0.909952959519776
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","mctsne",0.388516808972391
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","nmf",0.946707553833253
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","nmf2",0.257252014865957
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","nsnmf",0.035628736219532
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","pca",0.600593483088914
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","phate",0.656043749449417
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","pmf",0.0755807825131837
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","psmf",0.578245284982668
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","saucie",-0.0962221906192049
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","snmf",0.911123830168255
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","spca",0.605835108384025
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","spca.batch",0.33137910343281
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","spectral",0.554840162253374
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","srp",0.00234893343024146
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","tsvd",0.643199313032514
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","umap",0.306429320958169
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","vasc",0.257843568279021
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","vpac",1
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_euc","zifa",NA
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","bd",0.489721016948642
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","fa",0.592474346007416
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","fica",0.677776103727293
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","grp",0
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","icm",0.981010042342277
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","ipca",0.63191636145009
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","isomap",0.403822615797812
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","ivis",NA
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","kpca.cos",0.436047536677368
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","kpca.pol",0.499612598063143
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","kpca.rbf",0.602051942271296
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","lda",0.378384613551921
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","lle",0.53452707098973
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","lsnmf",0.979759519047732
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","mctsne",0.328255235103138
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","nmf",1
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","nmf2",0.300707054949875
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","nsnmf",0.0332721853626382
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","pca",0.632074424646166
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","phate",0.542708332372675
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","pmf",0.0509663086913033
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","psmf",0.709567785774975
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","saucie",-0.0822091156369446
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","snmf",0.988464474490554
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","spca",0.633910808959074
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","spca.batch",0.26257592439092
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","spectral",0.524643645164195
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","srp",0.00851154523223319
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","tsvd",0.895790098979344
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","umap",0.353249265907858
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","vasc",0.26782931252667
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","vpac",0.70892420274188
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cos","zifa",NA
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","bd",0.345951561384937
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","fa",0.521736225399294
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","fica",0.732138021195685
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","grp",0
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","icm",0.979821336671802
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","ipca",0.733657871036791
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","isomap",0.265211423355031
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","ivis",NA
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","kpca.cos",0.386213242526326
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","kpca.pol",0.442942257000879
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","kpca.rbf",0.366786052452455
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","lda",0.376715174367438
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","lle",0.22204686938914
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","lsnmf",0.983173259051618
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","mctsne",0.333206579837523
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","nmf",1
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","nmf2",0.271795415541576
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","nsnmf",0.0279994687805302
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","pca",0.36260492156593
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","phate",0.535346103339063
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","pmf",0.0525409186932433
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","psmf",0.719392646303926
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","saucie",-0.0802240561253237
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","snmf",0.989378742440842
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","spca",0.513103805150424
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","spca.batch",0.288717117346366
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","spectral",0.395914615512531
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","srp",0.00819992830582755
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","tsvd",0.904279782514338
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","umap",0.368851197379432
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","vasc",0.0896821197638568
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","vpac",0.674068538369354
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"ss_cor","zifa",NA
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","bd",0.217446391214307
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","fa",0.291250103968883
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","fica",0.752010034432645
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","grp",0.01383142278285
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","icm",1
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","ipca",0.677476364678079
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","isomap",0.259278499068168
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","ivis",NA
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","kpca.cos",0.707233465280981
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","kpca.pol",0.461341952715048
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","kpca.rbf",0.65849338226845
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","lda",0.227229766676432
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","lle",0.162172243958659
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","lsnmf",0.949208410514606
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","mctsne",0.251920798009373
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","nmf",0.948136174948632
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","nmf2",0.254715470564338
"treutlein","SMARTer","mouse","lung",80,23271,5,0.5125,0.0375,"dbs","nsnmf",0.0376236091148189
